Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
137141,24,5,3,M,Single,868.7337283,18-12-1994,18-12-1996
173047,60,39,3,F,Married,320.3579811,17-12-1994,17-12-1996
161544,65,46,3,F,Married,28.86286952,16-12-1994,16-12-1996
198365,41,22,3,F,Married,337.6231236,15-12-1994,15-12-1996
189493,26,6,3,F,Single,389.3048929,14-12-1994,14-12-1996
176392,67,50,3,F,Married,84.05013733,13-12-1994,13-12-1996
112937,64,47,3,F,Single,36.6118076,12-12-1994,12-12-1996
142908,68,49,3,M,Married,88.22713977,11-12-1994,11-12-1996
176413,50,30,3,M,Married,386.4064153,10-12-1994,10-12-1996
153042,64,46,3,M,Married,39.07322505,09-12-1994,09-12-1996
163760,61,43,3,F,Married,31.70000207,08-12-1994,08-12-1996
144955,68,50,3,F,Single,275.2849001,07-12-1994,07-12-1996
114355,16,0,3,M,Single,589.7118387,06-12-1994,06-12-1996
119015,21,2,3,F,Married,423.1654373,05-12-1994,05-12-1996
161449,19,1,3,F,Married,357.9498603,04-12-1994,04-12-1996
136991,17,0,3,M,Married,145.3968279,03-12-1994,03-12-1996
118462,59,42,3,M,Married,400.0158111,02-12-1994,02-12-1996
191198,60,40,3,F,Single,61.86675766,01-12-1994,01-12-1996
165307,61,40,3,M,Married,139.6749114,30-11-1994,30-11-1996
189812,64,43,3,F,Married,166.9618452,29-11-1994,29-11-1996
148603,33,13,3,M,Single,429.151349,28-11-1994,28-11-1996
104443,22,3,3,F,Single,307.5161346,27-11-1994,27-11-1996
198247,27,7,3,M,Single,1080.326184,26-11-1994,26-11-1996
149780,60,40,3,F,Married,131.413806,25-11-1994,25-11-1996
140873,66,48,3,F,Married,149.4642395,24-11-1994,24-11-1996
124430,60,40,3,M,Single,375.8030948,23-11-1994,23-11-1996
100687,49,31,3,M,Single,447.9592236,22-11-1994,22-11-1996
158622,39,18,3,F,Single,308.4601596,21-11-1994,21-11-1996
153986,22,4,3,F,Single,486.0362198,20-11-1994,20-11-1996
110355,67,50,3,M,Married,207.5480439,19-11-1994,19-11-1996
156998,56,37,3,M,Single,246.873531,18-11-1994,18-11-1996
125497,70,52,3,F,Married,179.9030368,17-11-1994,17-11-1996
180093,62,44,3,M,Married,239.05033,16-11-1994,16-11-1996
130299,42,25,3,F,Single,478.3853629,15-11-1994,15-11-1996
151023,19,2,3,M,Married,367.19389,14-11-1994,14-11-1996
187965,49,30,3,F,Single,165.2570255,13-11-1994,13-11-1996
189837,19,1,3,M,Single,936.2423902,12-11-1994,12-11-1996
102501,68,51,3,M,Married,299.7789219,11-11-1994,11-11-1996
197274,22,3,3,M,Married,229.0209616,10-11-1994,10-11-1996
104425,16,0,3,M,Single,1174.253909,09-11-1994,09-11-1996
148325,26,8,3,F,Married,324.1735647,08-11-1994,08-11-1996
101145,22,5,3,M,Single,423.6899364,07-11-1994,07-11-1996
138784,68,50,3,F,Married,274.6770646,06-11-1994,06-11-1996
103557,26,9,3,M,Married,371.6037639,05-11-1994,05-11-1996
160855,47,26,3,M,Married,346.1455862,04-11-1994,04-11-1996
100935,63,43,3,M,Single,185.0165371,03-11-1994,03-11-1996
192851,21,2,3,F,Married,355.4298125,02-11-1994,02-11-1996
199893,18,0,3,M,Single,791.9230115,01-11-1994,01-11-1996
185581,49,30,3,F,Single,383.4475114,31-10-1994,31-10-1996
134970,69,52,3,F,Single,297.5445188,30-10-1994,30-10-1996
148984,69,49,3,F,Married,211.0603833,29-10-1994,29-10-1996
154960,29,8,3,F,Single,550.4771397,28-10-1994,28-10-1996
111384,49,28,3,F,Single,392.0745558,27-10-1994,27-10-1996
135839,25,8,3,F,Married,275.7229211,26-10-1994,26-10-1996
130894,61,41,3,F,Single,614.1358644,25-10-1994,25-10-1996
154855,66,49,3,F,Married,31.59694774,24-10-1994,24-10-1996
194617,50,32,3,F,Married,308.0470493,23-10-1994,23-10-1996
105045,58,41,3,M,Single,508.9858737,22-10-1994,22-10-1996
164812,48,28,3,M,Single,437.9751715,21-10-1994,21-10-1996
166927,31,11,3,F,Married,293.741185,20-10-1994,20-10-1996
189565,23,6,3,F,Single,305.7334947,19-10-1994,19-10-1996
179104,64,46,3,M,Single,412.164081,18-10-1994,18-10-1996
187753,24,6,3,F,Single,1362.170278,17-10-1994,17-10-1996
179465,16,0,3,M,Single,711.6021736,16-10-1994,16-10-1996
195242,28,9,3,F,Single,598.04402,15-10-1994,15-10-1996
180328,38,20,3,M,Married,358.7905874,14-10-1994,14-10-1996
158747,70,49,3,F,Married,245.499107,13-10-1994,13-10-1996
141246,21,3,3,M,Married,489.0396797,12-10-1994,12-10-1996
107998,68,47,3,F,Single,381.4821507,11-10-1994,11-10-1996
121436,35,18,3,F,Single,473.0285608,10-10-1994,10-10-1996
199116,20,1,3,M,Married,597.2813134,09-10-1994,09-10-1996
128542,17,0,3,M,Married,382.4534923,08-10-1994,08-10-1996
194451,62,41,3,F,Married,33.47560981,07-10-1994,07-10-1996
142159,22,4,3,F,Single,262.1890732,06-10-1994,06-10-1996
145959,31,12,3,F,Single,430.7245431,05-10-1994,05-10-1996
164170,67,47,3,M,Married,56.16608104,04-10-1994,04-10-1996
122519,70,49,3,F,Married,39.90354642,03-10-1994,03-10-1996
198957,16,0,3,F,Married,333.0099508,02-10-1994,02-10-1996
116019,23,5,3,F,Married,225.9165184,01-10-1994,01-10-1996
135045,16,0,3,F,Married,284.3556184,30-09-1994,30-09-1996
120413,49,30,3,F,Married,396.5168252,29-09-1994,29-09-1996
144963,60,39,3,M,Married,151.0873866,28-09-1994,28-09-1996
105689,53,35,3,F,Single,223.9912977,27-09-1994,27-09-1996
181622,26,8,3,M,Married,318.4066722,26-09-1994,26-09-1996
106073,63,46,3,M,Married,212.6638004,25-09-1994,25-09-1996
163325,61,44,3,M,Single,255.4191954,24-09-1994,24-09-1996
150225,18,1,3,F,Married,527.4669017,23-09-1994,23-09-1996
131578,43,23,3,F,Married,267.265559,22-09-1994,22-09-1996
195581,16,0,3,M,Single,529.9111881,21-09-1994,21-09-1996
128144,56,36,3,M,Married,397.9560458,20-09-1994,20-09-1996
179648,19,1,3,F,Married,407.478199,19-09-1994,19-09-1996
126078,45,24,3,F,Married,323.0151216,18-09-1994,18-09-1996
100015,35,15,3,F,Married,573.3058219,17-09-1994,17-09-1996
152166,54,33,3,F,Married,327.0209958,16-09-1994,16-09-1996
132546,57,39,3,M,Single,418.5709616,15-09-1994,15-09-1996
115199,42,24,3,F,Married,265.0117856,14-09-1994,14-09-1996
119111,19,2,3,M,Single,970.2005878,13-09-1994,13-09-1996
157990,63,46,3,M,Married,187.5932977,12-09-1994,12-09-1996
161787,46,28,3,M,Single,708.5389958,11-09-1994,11-09-1996
126915,40,21,3,M,Married,139.6440318,10-09-1994,10-09-1996
171444,57,39,3,M,Single,517.1821163,09-09-1994,09-09-1996
111001,42,21,3,M,Single,418.3983242,08-09-1994,08-09-1996
147905,40,20,3,M,Single,457.7210762,07-09-1994,07-09-1996
145342,21,2,3,F,Single,504.9550731,06-09-1994,06-09-1996
119783,69,48,3,F,Single,195.5864596,05-09-1994,05-09-1996
126522,23,6,3,M,Married,211.1797329,04-09-1994,04-09-1996
161657,23,6,3,M,Married,1267.597166,03-09-1994,03-09-1996
157227,42,25,3,M,Married,461.6472663,02-09-1994,02-09-1996
187141,58,38,3,F,Single,235.1946644,01-09-1994,01-09-1996
199820,69,48,3,F,Single,44.52318265,31-08-1994,31-08-1996
169667,37,18,3,M,Married,361.4324692,30-08-1994,30-08-1996
153423,39,19,3,F,Single,376.9376247,29-08-1994,29-08-1996
134080,61,44,3,F,Single,53.97127125,28-08-1994,28-08-1996
174730,43,26,3,F,Married,446.2320038,27-08-1994,27-08-1996
151099,29,11,3,F,Single,346.1008642,26-08-1994,26-08-1996
156503,43,26,3,F,Single,319.7097846,25-08-1994,25-08-1996
131676,18,0,3,M,Married,220.7307903,24-08-1994,24-08-1996
198429,55,34,3,F,Single,430.2150373,23-08-1994,23-08-1996
173062,48,29,3,M,Married,670.9693545,22-08-1994,22-08-1996
148468,69,49,3,F,Single,68.99066105,21-08-1994,21-08-1996
128557,70,51,3,M,Married,223.5059129,20-08-1994,20-08-1996
148524,53,33,3,F,Single,370.4228264,19-08-1994,19-08-1996
193111,69,51,3,M,Single,321.0702282,18-08-1994,18-08-1996
166138,31,11,3,F,Married,391.5921212,17-08-1994,17-08-1996
115201,39,21,3,M,Single,412.50814,16-08-1994,16-08-1996
172375,68,47,3,M,Married,268.8206765,15-08-1994,15-08-1996
103799,58,39,3,M,Married,255.0014446,14-08-1994,14-08-1996
179749,23,6,3,F,Single,226.5918853,13-08-1994,13-08-1996
190114,63,45,3,F,Single,476.8854492,12-08-1994,12-08-1996
119029,18,0,3,F,Single,484.403153,11-08-1994,11-08-1996
123377,26,7,3,F,Married,315.7468499,10-08-1994,10-08-1996
142102,31,14,3,M,Married,611.2974017,09-08-1994,09-08-1996
197579,34,14,3,F,Single,796.8075628,08-08-1994,08-08-1996
196869,36,15,3,M,Single,522.8906031,07-08-1994,07-08-1996
181109,26,7,3,M,Married,297.3700277,06-08-1994,06-08-1996
146421,48,28,3,M,Married,293.9512088,05-08-1994,05-08-1996
115018,40,19,3,M,Married,366.487367,04-08-1994,04-08-1996
162389,24,6,3,F,Single,231.8729302,03-08-1994,03-08-1996
142854,70,49,3,F,Married,252.5770707,02-08-1994,02-08-1996
166201,32,12,3,M,Single,423.3057527,01-08-1994,01-08-1996
104729,59,39,3,M,Single,419.4106329,31-07-1994,31-07-1996
136102,38,18,3,M,Married,165.5710814,30-07-1994,30-07-1996
176160,42,24,3,F,Married,327.5799744,29-07-1994,29-07-1996
109561,21,2,3,M,Married,414.1606562,28-07-1994,28-07-1996
133512,18,0,3,F,Single,671.1728517,27-07-1994,27-07-1996
158546,36,18,3,F,Single,531.4476528,26-07-1994,26-07-1996
193752,52,34,3,M,Married,486.2978109,25-07-1994,25-07-1996
107066,49,30,3,F,Single,167.5979735,24-07-1994,24-07-1996
103725,69,50,3,M,Married,286.6598643,23-07-1994,23-07-1996
177340,20,3,3,M,Single,1318.990738,22-07-1994,22-07-1996
141027,25,6,3,F,Single,550.1674199,21-07-1994,21-07-1996
175327,25,7,3,F,Married,367.5419089,20-07-1994,20-07-1996
177789,22,5,3,M,Single,398.161129,19-07-1994,19-07-1996
142309,68,48,3,F,Single,83.52161667,18-07-1994,18-07-1996
187152,49,29,3,M,Single,303.5159812,17-07-1994,17-07-1996
191981,20,2,3,F,Single,240.1517478,16-07-1994,16-07-1996
145208,64,46,3,M,Single,157.4779452,15-07-1994,15-07-1996
169892,23,4,3,M,Married,503.6588735,14-07-1994,14-07-1996
183896,18,1,3,F,Single,260.524676,13-07-1994,13-07-1996
174364,57,37,3,M,Married,331.9404469,12-07-1994,12-07-1996
127836,19,1,3,M,Single,274.9943267,11-07-1994,11-07-1996
135312,70,49,3,M,Single,183.0651561,10-07-1994,10-07-1996
155399,66,47,3,F,Single,127.4626527,09-07-1994,09-07-1996
123905,55,35,3,F,Single,821.5480216,08-07-1994,08-07-1996
166512,28,9,3,F,Married,325.3412948,07-07-1994,07-07-1996
167013,61,42,3,M,Single,634.6854911,06-07-1994,06-07-1996
104566,18,0,3,F,Single,409.9402636,05-07-1994,05-07-1996
176914,68,50,3,F,Married,279.2845698,04-07-1994,04-07-1996
143885,49,31,3,F,Single,184.8374195,03-07-1994,03-07-1996
157468,22,3,3,F,Married,404.1804576,02-07-1994,02-07-1996
115929,42,25,3,M,Married,390.2772461,01-07-1994,01-07-1996
161887,64,44,3,M,Single,353.4922551,30-06-1994,30-06-1996
163777,52,34,3,F,Married,317.9298964,29-06-1994,29-06-1996
132745,62,41,3,F,Married,45.67505452,28-06-1994,28-06-1996
112156,20,3,3,M,Single,468.6116157,27-06-1994,27-06-1996
184605,34,14,3,F,Single,439.4799764,26-06-1994,26-06-1996
137745,21,2,3,M,Married,262.2304821,25-06-1994,25-06-1996
185548,26,8,3,M,Single,921.0948551,24-06-1994,24-06-1996
188455,54,34,3,F,Single,162.3829021,23-06-1994,23-06-1996
135168,16,0,3,M,Single,938.3568203,22-06-1994,22-06-1996
183136,25,8,3,F,Single,562.5552069,21-06-1994,21-06-1996
127194,40,20,3,F,Married,372.2936525,20-06-1994,20-06-1996
145922,31,13,3,F,Married,354.7310573,19-06-1994,19-06-1996
101395,63,43,3,M,Single,79.57325501,18-06-1994,18-06-1996
123481,20,3,3,F,Single,582.4014834,17-06-1994,17-06-1996
115966,39,21,3,M,Single,397.6257605,16-06-1994,16-06-1996
133986,66,46,3,M,Married,82.05360918,15-06-1994,15-06-1996
130756,62,42,3,M,Single,667.35053,14-06-1994,14-06-1996
195236,39,20,3,M,Single,803.6527948,13-06-1994,13-06-1996
125388,23,4,3,M,Single,768.4643137,12-06-1994,12-06-1996
142964,55,38,3,F,Married,322.9303903,11-06-1994,11-06-1996
156919,68,48,3,M,Married,53.49667949,10-06-1994,10-06-1996
157141,18,0,3,F,Single,596.5048263,09-06-1994,09-06-1996
194225,65,47,3,M,Single,384.7250407,08-06-1994,08-06-1996
114199,70,50,3,M,Single,120.8152534,07-06-1994,07-06-1996
195716,34,15,3,M,Married,708.9139951,06-06-1994,06-06-1996
133527,69,51,3,F,Single,226.3846678,05-06-1994,05-06-1996
188175,16,0,3,F,Single,269.5369389,04-06-1994,04-06-1996
151004,23,6,3,M,Single,941.1118572,03-06-1994,03-06-1996
168142,44,23,3,M,Married,251.5648271,02-06-1994,02-06-1996
173638,16,0,3,M,Single,612.9537999,01-06-1994,01-06-1996
182640,25,7,3,M,Married,763.3224726,31-05-1994,31-05-1996
143916,56,35,3,F,Single,388.5680362,30-05-1994,30-05-1996
101731,25,6,3,M,Single,837.5364949,29-05-1994,29-05-1996
161320,32,15,3,F,Married,282.6876905,28-05-1994,28-05-1996
180081,68,51,3,F,Married,27.64545617,27-05-1994,27-05-1996
151573,24,6,3,F,Married,279.993291,26-05-1994,26-05-1996
174513,51,31,3,F,Single,337.3336847,25-05-1994,25-05-1996
102655,21,4,3,M,Single,878.0601151,24-05-1994,24-05-1996
119255,60,41,3,F,Single,33.96946247,23-05-1994,23-05-1996
114467,48,31,3,M,Married,371.7466035,22-05-1994,22-05-1996
143993,37,19,3,M,Single,583.618097,21-05-1994,21-05-1996
200181,51,32,3,M,Single,462.2527861,20-05-1994,20-05-1996
116281,20,3,3,F,Married,406.6253826,19-05-1994,19-05-1996
175308,16,0,3,F,Single,416.6699389,18-05-1994,18-05-1996
186429,34,16,3,F,Single,412.6961419,17-05-1994,17-05-1996
162334,17,0,3,M,Single,1243.266651,16-05-1994,16-05-1996
112586,17,0,3,F,Single,881.8866539,15-05-1994,15-05-1996
164655,38,21,3,M,Married,360.4100235,14-05-1994,14-05-1996
118684,41,20,3,M,Single,302.1979214,13-05-1994,13-05-1996
108841,65,47,3,M,Married,293.4360274,12-05-1994,12-05-1996
121215,67,48,3,F,Married,265.3039356,11-05-1994,11-05-1996
144818,23,5,3,M,Married,235.7885358,10-05-1994,10-05-1996
199043,22,4,3,F,Single,367.2309591,09-05-1994,09-05-1996
126470,46,29,3,F,Married,318.1656947,08-05-1994,08-05-1996
158107,38,17,3,F,Single,682.8144216,07-05-1994,07-05-1996
157434,25,8,3,F,Married,540.4608782,06-05-1994,06-05-1996
103536,68,47,3,F,Married,190.8082711,05-05-1994,05-05-1996
177005,65,46,3,F,Single,378.8241333,04-05-1994,04-05-1996
189981,23,6,3,F,Married,99.81541486,03-05-1994,03-05-1996
109880,19,2,3,M,Married,553.266107,02-05-1994,02-05-1996
122728,55,36,3,M,Single,458.7115177,01-05-1994,01-05-1996
103087,22,5,3,M,Married,217.7758088,30-04-1994,30-04-1996
176878,18,1,3,M,Married,478.4200123,29-04-1994,29-04-1996
109788,70,51,3,F,Married,81.34570916,28-04-1994,28-04-1996
119426,16,0,3,F,Single,568.7389461,27-04-1994,27-04-1996
178804,24,5,3,M,Single,845.2984939,26-04-1994,26-04-1996
137146,52,35,3,F,Married,327.4735937,25-04-1994,25-04-1996
185859,64,45,3,M,Married,271.9578787,24-04-1994,24-04-1996
131340,63,43,3,F,Married,81.7970462,23-04-1994,23-04-1996
114449,61,43,3,F,Single,243.4541214,22-04-1994,22-04-1996
199668,27,8,3,M,Single,710.9679541,21-04-1994,21-04-1996
143156,60,42,3,F,Single,70.05365,20-04-1994,20-04-1996
122159,17,0,3,M,Single,1084.582349,19-04-1994,19-04-1996
159795,26,7,3,M,Married,353.4056805,18-04-1994,18-04-1996
159468,64,46,3,M,Single,56.18666438,17-04-1994,17-04-1996
143837,65,44,3,M,Married,282.5451664,16-04-1994,16-04-1996
103071,36,17,3,F,Married,339.2887071,15-04-1994,15-04-1996
179511,58,39,3,F,Married,484.3306049,14-04-1994,14-04-1996
169635,38,17,3,F,Married,291.4424914,13-04-1994,13-04-1996
187555,25,6,3,M,Single,1102.42198,12-04-1994,12-04-1996
148927,59,42,3,F,Married,289.381618,11-04-1994,11-04-1996
153799,52,33,3,F,Single,763.106938,10-04-1994,10-04-1996
153406,23,4,3,M,Single,287.8380428,09-04-1994,09-04-1996
105742,21,3,3,M,Married,341.1303247,08-04-1994,08-04-1996
132412,65,48,3,M,Single,157.119858,07-04-1994,07-04-1996
154022,45,24,3,F,Single,656.6655102,06-04-1994,06-04-1996
170267,68,47,3,F,Single,145.3831304,05-04-1994,05-04-1996
138538,47,26,3,M,Married,386.5782655,04-04-1994,04-04-1996
177806,67,49,3,M,Married,549.9165017,03-04-1994,03-04-1996
138181,27,10,3,F,Married,329.0125562,02-04-1994,02-04-1996
138689,23,5,3,F,Married,484.6273438,01-04-1994,01-04-1996
171629,16,0,3,F,Married,105.5919565,31-03-1994,31-03-1996
148156,36,17,3,F,Married,263.0936688,30-03-1994,30-03-1996
118151,21,4,3,F,Single,661.3159383,29-03-1994,29-03-1996
161204,25,7,3,M,Single,218.7631965,28-03-1994,28-03-1996
131592,65,48,3,M,Single,114.0439503,27-03-1994,27-03-1996
100537,22,4,3,M,Married,353.6721522,26-03-1994,26-03-1996
157753,23,6,3,F,Single,701.2154637,25-03-1994,25-03-1996
150655,17,0,3,F,Married,320.28926,24-03-1994,24-03-1996
194224,39,22,3,F,Married,595.5328823,23-03-1994,23-03-1996
151066,17,0,3,F,Married,441.6426591,22-03-1994,22-03-1996
161693,49,28,3,F,Single,366.0757229,21-03-1994,21-03-1996
157311,60,39,3,M,Married,433.4556152,20-03-1994,20-03-1996
100632,29,10,3,F,Married,216.998695,19-03-1994,19-03-1996
177500,67,49,3,F,Married,290.3883404,18-03-1994,18-03-1996
105509,50,30,3,M,Married,353.0451445,17-03-1994,17-03-1996
147208,40,19,3,F,Married,298.1310198,16-03-1994,16-03-1996
136117,18,0,3,M,Single,736.4336297,15-03-1994,15-03-1996
130097,63,43,3,M,Single,61.95281383,14-03-1994,14-03-1996
148188,16,0,3,M,Single,823.9431127,13-03-1994,13-03-1996
101205,31,10,3,F,Single,404.7788623,12-03-1994,12-03-1996
132731,63,43,3,F,Single,272.6765058,11-03-1994,11-03-1996
117917,19,0,3,F,Married,521.6204512,10-03-1994,10-03-1996
163674,24,5,3,M,Single,1341.042514,09-03-1994,09-03-1996
147700,62,41,3,M,Single,218.2211854,08-03-1994,08-03-1996
185535,35,15,3,M,Single,316.4754963,07-03-1994,07-03-1996
126121,33,14,3,M,Married,386.0097307,06-03-1994,06-03-1996
129798,50,30,3,F,Married,350.5188669,05-03-1994,05-03-1996
104397,21,2,3,M,Married,432.7997392,04-03-1994,04-03-1996
168038,70,50,3,M,Married,132.866686,03-03-1994,03-03-1996
195169,64,47,3,F,Married,177.6837241,02-03-1994,02-03-1996
145953,68,48,3,F,Married,101.9932844,01-03-1994,01-03-1996
108846,34,14,3,F,Married,358.1689867,28-02-1994,28-02-1996
122696,70,53,3,F,Single,69.57448047,27-02-1994,27-02-1996
195724,21,2,3,M,Married,564.6980013,26-02-1994,26-02-1996
193810,61,42,3,F,Married,86.88180627,25-02-1994,25-02-1996
167938,42,23,3,M,Married,573.6219236,24-02-1994,24-02-1996
156388,26,6,3,M,Single,299.0696088,23-02-1994,23-02-1996
111560,25,7,3,M,Single,633.0663893,22-02-1994,22-02-1996
168637,66,46,3,F,Married,48.2986823,21-02-1994,21-02-1996
176798,70,52,3,F,Single,93.7226595,20-02-1994,20-02-1996
178657,46,29,3,M,Single,402.6710901,19-02-1994,19-02-1996
191569,23,6,3,M,Married,473.6061402,18-02-1994,18-02-1996
190585,55,34,3,F,Married,431.5115537,17-02-1994,17-02-1996
165322,17,0,3,M,Single,1003.798871,16-02-1994,16-02-1996
160393,62,43,3,F,Single,165.6664059,15-02-1994,15-02-1996
179686,46,26,3,F,Single,308.2932183,14-02-1994,14-02-1996
178651,19,2,3,M,Single,642.8462797,13-02-1994,13-02-1996
140484,24,7,3,F,Single,446.9873113,12-02-1994,12-02-1996
131283,18,0,3,M,Married,185.7922048,11-02-1994,11-02-1996
108895,68,49,3,M,Single,104.0232158,10-02-1994,10-02-1996
191575,65,47,3,M,Married,105.0798029,09-02-1994,09-02-1996
151742,61,43,3,M,Single,73.30396425,08-02-1994,08-02-1996
168434,19,1,3,F,Married,298.6623855,07-02-1994,07-02-1996
161974,70,52,3,F,Married,81.52838355,06-02-1994,06-02-1996
114177,54,36,3,F,Single,402.4294053,05-02-1994,05-02-1996
145339,18,0,3,M,Married,264.1244449,04-02-1994,04-02-1996
142587,21,2,3,F,Single,208.0440912,03-02-1994,03-02-1996
191471,61,40,3,F,Married,63.17475212,02-02-1994,02-02-1996
156050,49,32,3,F,Single,452.8799118,01-02-1994,01-02-1996
148660,66,46,3,F,Married,15.24467979,31-01-1994,31-01-1996
102581,50,32,3,M,Single,167.7291226,30-01-1994,30-01-1996
165493,22,5,3,M,Married,500.339043,29-01-1994,29-01-1996
128330,33,15,3,F,Single,558.0653071,28-01-1994,28-01-1996
139591,23,6,3,F,Married,221.052516,27-01-1994,27-01-1996
175033,69,52,3,M,Married,224.5342862,26-01-1994,26-01-1996
173397,70,51,3,M,Married,230.5496678,25-01-1994,25-01-1996
180042,33,15,3,F,Married,339.8535018,24-01-1994,24-01-1996
151873,26,9,3,M,Married,343.6898797,23-01-1994,23-01-1996
131238,62,44,3,M,Single,204.401161,22-01-1994,22-01-1996
162575,49,29,3,M,Married,123.3073712,21-01-1994,21-01-1996
166005,25,8,3,F,Married,756.143944,20-01-1994,20-01-1996
179593,17,0,3,F,Single,407.1083508,19-01-1994,19-01-1996
165496,62,45,3,F,Single,122.5853378,18-01-1994,18-01-1996
101288,70,50,3,M,Married,354.158526,17-01-1994,17-01-1996
117343,19,2,3,F,Single,188.395066,16-01-1994,16-01-1996
194718,54,36,3,M,Single,396.3582085,15-01-1994,15-01-1996
139131,67,50,3,M,Married,246.6048061,14-01-1994,14-01-1996
195391,23,4,3,M,Single,977.7389017,13-01-1994,13-01-1996
130001,28,11,3,F,Single,487.3538882,12-01-1994,12-01-1996
155407,64,44,3,M,Single,219.549482,11-01-1994,11-01-1996
110701,63,45,3,F,Married,294.436679,10-01-1994,10-01-1996
198066,40,21,3,F,Married,303.6954464,09-01-1994,09-01-1996
187007,63,43,3,M,Married,242.2761302,08-01-1994,08-01-1996
126764,18,0,3,M,Married,224.4649619,07-01-1994,07-01-1996
197010,24,7,3,F,Married,726.2144867,06-01-1994,06-01-1996
167179,70,53,3,F,Single,689.6666395,05-01-1994,05-01-1996
136904,65,48,3,F,Married,49.61236035,04-01-1994,04-01-1996
109088,20,2,3,M,Married,227.3249044,03-01-1994,03-01-1996
120151,23,6,3,F,Single,490.8473595,02-01-1994,02-01-1996
154231,20,3,3,M,Married,541.5791259,01-01-1994,01-01-1996
